,times,angles,velocities,gains
0,362539660.0,125.81508533954093,-0.10419543135743826,1.0
1,363539660.0,129.5154124879782,13.455258726880363,1.0
2,364539660.0,154.5520482301663,30.988614183036184,1.0
3,365539660.0,184.04860096454104,27.353089345271705,1.0
4,366539660.0,212.0718138551656,28.240268448305727,1.0
5,367539660.0,234.35222889422857,11.214428051663145,1.0
6,368539660.0,237.60875233172828,2.2553348039653494,1.0
7,369539660.0,246.48351307391567,19.830108760245174,1.0
8,370539660.0,273.86945545672825,22.504570575362003,1.0
9,371539660.0,284.24914783954137,3.5599185440008045,1.0
10,372539660.0,285.5410033082908,0.43340858022381423,1.0
11,373539660.0,285.73707264422865,-0.014831327207623328,1.0
12,374539660.0,287.5292552614155,9.904270599119798,1.0
13,375539660.0,307.98572498797876,22.776677951595858,1.0
14,376539660.0,329.40064686297865,24.514342444718277,1.0
15,377539660.0,354.78681873797814,17.202830261354006,1.0
16,378539660.0,1.348864636415783,1.5767599714756784,1.0
17,379539660.0,1.3226634645407103,-0.5906996460293186,1.0
18,380539660.0,1.139147839540783,-0.2578956559121316,1.0
19,381539660.0,0.7673704957906011,-0.10471285211271923,1.0
20,382539660.0,0.7729076051655284,0.004259008843067593,1.0
21,383539660.0,0.7770384645409649,0.0005450014892954091,1.0
22,384539660.0,0.7770384645409649,-1.642171118626694e-05,1.0
23,385539660.0,0.7770384645409649,-4.2883610408685314e-08,1.0
24,386539660.0,0.7770384645409649,-5.654665295411917e-05,1.0
25,387539660.0,0.7770384645409649,0.0018109323435187958,1.0
26,388539660.0,0.800768933290783,-0.00432442840050769,1.0
27,389539660.0,0.7770384645409649,0.0025625417827052728,1.0
28,390539660.0,0.7770384645409649,-0.0001319775439553576,1.0
29,391539660.0,0.7770384645409649,1.0189583913189776e-05,1.0
30,392539660.0,0.7770384645409649,0.00020378624721671776,1.0
31,393539660.0,0.7770384645409649,0.0006415160618182322,1.0
32,394539660.0,7.494587292665528,18.45089365488781,1.0
33,395539660.0,28.01644276141633,12.216499669661443,1.0
34,396539660.0,31.733810925478792,0.15031173263661624,1.0
35,397539660.0,32.5729124879781,2.334564057511782,1.0
36,398539660.0,34.80113026141589,1.1421930991573568,1.0
37,399539660.0,35.0965941286031,0.05308589235956255,1.0
38,400539660.0,35.12489490985354,-0.0014701580553074238,1.0
39,401539660.0,35.171608777041,0.05917658722971608,1.0
40,402539660.0,35.208674255073674,0.04827432123377713,1.0
41,403539660.0,35.28085593613196,0.07606555515993396,1.0
42,404539660.0,35.39588612079115,0.14800471992899986,1.0
43,405539660.0,35.44923253941761,-0.005737343769297457,1.0
44,406539660.0,35.4307054567289,-0.036145224299844986,1.0
45,407539660.0,35.450910978745014,0.046858594452758424,1.0
46,408539660.0,35.456237683290965,0.00025263960562509194,1.0
47,409539660.0,35.456237683290965,-4.953400265068377e-06,1.0
48,410539660.0,35.456237683290965,-1.2888773993581415e-05,1.0
49,411539660.0,35.456237683290965,-5.5816670256285134e-05,1.0
50,412539660.0,35.46107166766615,0.0823900218936379,1.0
51,413539660.0,35.59145740985332,0.04816022124568782,1.0
52,414539660.0,35.55467518329078,-0.03404183975032221,1.0
53,415539660.0,35.54625899010898,-0.047995854231297264,1.0
54,416539660.0,35.508972058290965,0.00336849915046242,1.0
55,417539660.0,35.47557362079078,-0.04434557196174017,1.0
56,418539660.0,35.474348478745014,0.04738788420888352,1.0
57,419539660.0,35.484802136415965,-0.01908448999783611,1.0
58,420539660.0,35.56248961707843,0.1477188615060114,1.0
59,421539660.0,38.25398182391564,5.481261204514286,1.0
60,422539660.0,44.527531628603356,9.124275037872776,1.0
