,times,angles,velocities,gains
0,3296322167.0,272.78775949411715,0.5636180759254363,1.0
1,3297322167.0,274.2421397036835,8.046195760838009,1.0
2,3298322167.0,295.3229151825375,30.573619760660492,1.0
3,3299322167.0,331.49146831696476,38.11680081792795,1.0
4,3300322167.0,351.6543900698945,1.9668318650604284,1.0
5,3301322167.0,359.9862583560273,20.31599880087552,1.0
6,3302322167.0,17.662698785714724,6.175383377463584,1.0
7,3303322167.0,18.307927667550643,-0.5132750395026118,1.0
8,3304322167.0,18.925937311105372,6.584470081286935,1.0
9,3305322167.0,40.58500347321478,32.87416619426433,1.0
10,3306322167.0,75.71716411774605,33.18790711101904,1.0
11,3307322167.0,91.03908672516786,0.7039515665053223,1.0
12,3308322167.0,100.4241923159882,18.29778905119626,1.0
13,3309322167.0,125.46758464997242,33.07678382094856,1.0
14,3310322167.0,160.46850444977713,33.552811109077716,1.0
15,3311322167.0,176.470534479074,2.0689728048055986,1.0
16,3312322167.0,191.7941202945036,27.248153627340365,1.0
17,3313322167.0,219.8037492007537,28.884713913317785,1.0
18,3314322167.0,237.0359244937224,4.405726354794787,1.0
19,3315322167.0,247.78949749176934,18.163496562071142,1.0
20,3316322167.0,257.3331351870818,0.554551676355234,1.0
21,3317322167.0,259.6121928042693,11.056534403414792,1.0
22,3318322167.0,284.64216961090995,33.912992112502764,1.0
23,3319322167.0,321.1757096499723,38.33952604654862,1.0
24,3320322167.0,358.06394817536307,31.559751483793598,1.0
25,3321322167.0,19.42314739411313,8.851714803297531,1.0
26,3322322167.0,21.324316827706753,0.03775519078734302,1.0
27,3323322167.0,30.700038263253646,18.62591377104012,1.0
28,3324322167.0,56.168755304269325,33.67669227084627,1.0
29,3325322167.0,89.61310589020673,32.412453579297875,1.0
30,3326322167.0,112.87377239411308,7.97715133973455,1.0
31,3327322167.0,116.67779461090981,10.136683343554383,1.0
32,3328322167.0,130.70310222809735,18.228791650820988,1.0
33,3329322167.0,156.6638688296598,28.173447952198007,1.0
34,3330322167.0,185.00573162262867,21.327907338951064,1.0
35,3331322167.0,192.1057401675505,0.4903643273495178,1.0
36,3332322167.0,199.8553568667694,9.754753760944745,1.0
37,3333322167.0,202.30197063630044,0.026045801269763757,1.0
38,3334322167.0,206.07865642731622,11.965708077347108,1.0
39,3335322167.0,228.27117962067564,24.25410883374702,1.0
40,3336322167.0,251.15664226716012,28.98007841999629,1.0
41,3337322167.0,286.7766093081764,39.40664376023872,1.0
42,3338322167.0,320.13390056794196,17.618355018179503,1.0
43,3339322167.0,325.21237102692635,1.6511615452658972,1.0
44,3340322167.0,335.95320720856694,25.974258856989568,1.0
45,3341322167.0,357.9486576480201,6.819556439091433,1.0
46,3342322167.0,4.207405206613657,15.426853594415329,1.0
47,3343322167.0,20.248115655832407,7.612208596742321,1.0
48,3344322167.0,22.107213556223087,0.710420863477328,1.0
49,3345322167.0,31.63541057770749,19.18822454186461,1.0
50,3346322167.0,58.732322198801285,33.573007034227295,1.0
51,3347322167.0,92.23326824372316,31.206724754124036,1.0
52,3348322167.0,106.75698528473868,0.2975993923067336,1.0
53,3349322167.0,113.77361004059821,14.663131131287257,1.0
54,3350322167.0,137.06984783356688,32.40344175064891,1.0
55,3351322167.0,172.2080546206762,34.84117959567193,1.0
56,3352322167.0,204.98628460114492,31.918269243481856,1.0
57,3353322167.0,222.70456340973874,2.206963230055218,1.0
58,3354322167.0,225.67648723786374,10.463347577135224,1.0
59,3355322167.0,233.74522136872315,0.623608640698783,1.0
60,3356322167.0,242.11933269684823,22.46243711460067,1.0
61,3357322167.0,274.83116008942625,36.878776573244316,1.0
62,3358322167.0,311.957593194895,31.39996374003517,1.0
63,3359322167.0,324.1736234683326,-0.6621437369092618,1.0
64,3360322167.0,326.7652140445043,8.468001986720154,1.0
65,3361322167.0,338.40355022614494,11.618611002549278,1.0
66,3362322167.0,349.3681205386449,11.117203270198337,1.0
67,3363322167.0,359.1432548159887,7.554209009841717,1.0
68,3364322167.0,4.6019010562231415,4.868319111677807,1.0
69,3365322167.0,8.744726983957435,1.412951842297891,1.0
70,3366322167.0,9.011398126535596,-0.47802173264629855,1.0
71,3367322167.0,8.701219903879291,0.2612289481717625,1.0
72,3368322167.0,8.868299982004373,0.3087160352026211,1.0
73,3369322167.0,9.090017511301312,0.4241989200164417,1.0
